chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr1	14677	7773425	0.448614952296865	201	0.0831037531107622	0.997351812401902	19691	0.316296467404113	2	1	1	-6.98632697894308
chr1	7794149	9734937	0.30374488643454	39	0.104124095484469	0.672108841553625	3746	0.172889318542914	1	1	0	-6.75595136462945
chr1	10451487	45508256	0.481250858436825	923	0.0800158279642137	0.967348494210945	109973	0.254155147032075	2	1	1	-6.77138987805385
chr1	45717048	50612417	0.269203324967384	59	0.105780975818527	0.677797907540251	7534	0.175833866405436	1	1	0	-6.76795186455862
chr1	50655526	77169252	0.499166576713152	314	0.073768855009375	0.973467033150653	41273	0.261178158134444	2	1	1	-6.73419158449377
chr1	77483438	89104290	0.272401568613686	88	0.105209476570757	0.700820446364883	13276	0.185779318890526	1	1	0	-6.85721532948528
chr1	89108343	120829841	0.498999021644461	305	0.06875623087303	0.966627094274686	61235	0.240231849213336	2	1	1	-6.74104468198925
chr1	121396938	124741523	0.142750230591	10	0.126779598779404	1.13610654752776	438	0.494109922035436	3	3	0	-6.82612684184245
chr1	125098092	248816707	0.304027114286116	2187	0.0881602822696371	1.48320128583865	284774	0.401217732972821	4	3	1	-7.41543185609561
chr2	224919	91974999	0.498898339082613	970	0.0821615510354176	0.969516218138777	141042	0.251091849274695	2	1	1	-6.73631904530737
chr2	94857002	132860647	0.302933984890874	633	0.106858791813335	0.694357700494474	56082	0.187891699113903	1	1	0	-6.86198547149141
chr2	134403184	241463391	0.494611803183531	1457	0.0698237293636637	0.97815627343189	198319	0.25458430926563	2	1	1	-6.78427032033411
chr3	319825	75336163	0.49909408305276	901	0.0673617092584046	0.970308149614156	137916	0.251009558598131	2	1	1	-6.73399128773332
chr3	75337229	89472543	0.405239882462227	128	0.098474173427275	0.992628404031809	6553	0.262946867506932	2	1	1	-7.29971049555542
chr3	91483878	197848065	0.499023650514681	1291	0.069849989704604	0.978539691540286	162393	0.247979196222413	2	1	1	-6.78876650376592
chr4	86301	49107484	0.498883098026707	601	0.0905360458700004	0.98165491227778	61900	0.25923506969436	2	1	1	-6.7812919508018
chr4	49107499	49711914	0.371975473984674	201	0.130833451341963	0.999507823346488	2595	0.282111384792863	3	2	1	-6.97177817738815
chr4	52885765	188270907	0.498914223547628	1244	0.072587196062914	0.986010673892073	154177	0.251171938363644	2	1	1	-7.00833993513861
chr4	188270940	190179606	0.340887953364748	20	0.128644389490442	1.02834199560489	328	0.21389003944212	2	2	0	-7.41757229907632
chr5	58183	44159072	0.38664310114249	495	0.0859644780221331	1.23784117318348	54782	0.328624021525994	3	2	1	-6.79584863752017
chr5	49599458	49666991	0.468310246167659	158	0.115980099742332	0.96810758170595	2038	0.276628646859592	2	1	1	-6.77749880994626
chr5	49667046	72886988	0.40966746512813	200	0.0800959543893931	1.23763725457599	27647	0.3471272515605	3	2	1	-6.81493574835866
chr5	72891666	136857921	0.19419214399944	639	0.0880732053863019	0.973860962428149	78364	0.254049989336811	2	2	0	-6.74595215026383
chr5	137633948	181283260	0.373090234392513	585	0.0858969816972615	1.22692932337135	98315	0.316055605663299	3	2	1	-6.9056540444053
chr6	147596	60874130	0.4989044933992	806	0.0736512079958787	0.977303331588068	97091	0.250092879996282	2	1	1	-6.75469421908095
chr6	61574236	170583760	0.498913183455284	1097	0.0728610704201989	0.976219737267746	138245	0.249131849390611	2	1	1	-6.75919677752866
chr7	512409	17339486	0.292896927303198	268	0.0968522813356018	0.706135845263184	22311	0.194336877630619	1	1	0	-6.9746233443278
chr7	17761813	21571670	0.365869470556256	42	0.131807985144054	1.50777568787876	4176	0.965689631039706	4	3	1	-6.82434299252553
chr7	21588579	36659094	0.263913105707578	219	0.0894898941943578	0.698620936018855	21949	0.185372571763516	1	1	0	-6.88966670218289
chr7	36724041	44244965	0.49894232682432	100	0.0914256534076191	1.24136184874061	12066	0.35026312365317	3	2	1	-7.53734200427857
chr7	44801485	57485484	0.499042410044956	231	0.0878808342668203	0.967425388157142	17141	0.261519598968509	2	1	1	-6.7349420610933
chr7	60981623	158631816	0.498905566431676	1457	0.0842703166173801	0.974228056018889	164828	0.251901377700658	2	1	1	-6.74109529787949
chr8	330241	43270912	0.498882466658099	696	0.0820946694589633	0.980435117600724	61433	0.251339152454877	2	1	1	-6.76813459859917
chr8	46579375	145035633	0.498866744097112	840	0.0769003308389341	0.985548225364241	117624	0.258200960474763	2	1	1	-6.91370008566626
chr9	16912	39809861	0.486769410377928	426	0.073561344094112	0.962478687172501	54692	0.243893215888119	2	1	1	-6.78611925096017
chr9	39817722	43129230	0.498849032702777	79	0.103985792852785	1.06472794826509	2402	0.345904522798384	2	1	1	-6.86978690462078
chr9	61194086	69053281	0.434028709779577	95	0.118104291794166	0.960310668030244	4901	0.266478919229203	2	1	1	-6.92332380268552
chr9	69053458	138177303	0.49890409586061	993	0.080589940755064	0.963910790623946	148536	0.250848204466104	2	1	1	-6.77204495478768
chr10	47588	39198403	0.496677388883283	575	0.0776866375023222	0.973422297505716	54491	0.256066491459273	2	1	1	-6.73572381828117
chr10	41858357	42506893	0.249486466694745	129	0.141815282142056	0.978592198339284	1360	0.41217350805758	2	2	0	-6.79162394725473
chr10	42507048	54369306	0.272821307980114	216	0.100129051956214	0.700683007288031	20119	0.191182010272411	1	1	0	-6.85274242244351
chr10	54600413	82985500	0.494815193044124	292	0.0763747428868555	0.964485108136038	40609	0.244577629142936	2	1	1	-6.75016067345981
chr10	84081630	88764655	0.305122681549317	75	0.110481033389169	0.647151770931062	6723	0.185374995538608	1	1	0	-6.9939870501612
chr10	88770903	101957856	0.498947455473865	234	0.0754917303898267	0.947593585221648	38161	0.255185838628041	2	1	1	-6.80684658620355
chr10	102040001	121551150	0.28334661534556	200	0.0906354956147239	0.702859773786287	29897	0.192561081207838	1	1	0	-6.94336533240492
chr10	121551357	133689420	0.498971991098546	206	0.0770913964098863	0.98086792191473	20372	0.256709841678777	2	1	1	-6.74358359313288
chr11	197337	40115993	0.494481565088106	775	0.0801990809370393	0.96904120808606	75972	0.263811775799193	2	1	1	-6.73784981815417
chr11	42187742	49836699	0.287933967767212	50	0.0942355732476124	0.690742743795973	17239	0.182941971002721	1	1	0	-6.74374519173005
chr11	54635380	66227470	0.283921568567731	298	0.0862691569682647	0.772175189570397	45816	0.581170301248927	1	1	0	-7.01987470756569
chr11	66335109	67799427	0.130768858442556	68	0.0874578375779961	3.26776852450056	17850	1.29976819041988	11	10	1	-6.73945606457816
chr11	68019295	68691002	0.313611326447289	20	0.103047497990515	0.889733430037664	2577	0.506234512780126	1	1	0	-6.8682136972305
chr11	68782078	70948380	0.170252602679331	73	0.0781850510455901	2.6593446878674	7368	1.33235533621854	8	7	1	-6.7434304383468
chr11	71435531	72688562	0.322970285557379	58	0.111229916721472	0.686102621080668	4947	0.183395915000792	1	1	0	-6.7829443934854
chr11	72704284	75911999	0.405512543924207	48	0.0844460647668672	1.20531653007057	9336	0.34080479539704	3	2	1	-6.79465861428536
chr11	76446890	78385285	0.0908329274140596	70	0.0545102417865425	4.08860280574494	11922	2.08880872598169	17	16	1	-6.75050530648544
chr11	78436666	134374229	0.290416435065983	772	0.0996537345114602	0.699869648232939	82635	0.194475245339044	1	1	0	-7.12578105403368
chr12	556741	34209688	0.49904033995761	690	0.0829998689145657	0.97639897747749	71128	0.253337929001816	2	1	1	-6.74149037255018
chr12	37420892	133091465	0.464162883440477	1421	0.0720937533795248	0.971716414790804	207158	0.25421327193139	2	1	1	-6.87785550098748
chr13	16147610	16147612	0.286	1	NA	0.816	1	NA	NA	NA	NA	NA
chr13	18173863	18213072	0.384354594409994	54	0.135212274551455	1.04361310909711	387	0.210551672520916	3	2	1	-6.75158465282338
chr13	18213102	114353955	0.498912488300276	853	0.0826095618867307	0.981188161529264	105742	0.250499369602096	2	1	1	-6.82471329412183
chr14	18601918	106874951	0.498913946000807	1276	0.0742072865482338	0.977039794885577	167300	0.254403873983851	2	1	1	-6.76075798165297
chr15	19899435	23440500	0.322688968123037	118	0.115673643124731	0.971353061690209	4467	0.277190310202073	2	2	0	-7.29751740602598
chr15	23440581	101975096	0.49890984796936	1584	0.0791254640014015	0.967325469569398	173459	0.247983335301543	2	1	1	-6.74644791598977
chr16	16888	33914533	0.379368394243802	729	0.0842138960884542	1.23641336422545	103380	0.329493284794937	3	2	1	-6.79207714808721
chr16	34062800	36101354	0.314693601449512	63	0.110733249453641	0.868090605453934	1862	0.386566293538986	1	1	0	-7.18912942373441
chr16	46386441	90168471	0.295376937057204	857	0.0966490774205297	0.689955640651155	85061	0.181815875006325	1	1	0	-6.77850167227169
chr17	410508	21300954	0.498898162931743	769	0.0840268858064752	0.957890763934885	79518	0.252005902282832	2	1	1	-6.77142148070387
chr17	21300996	23016500	0.498640790900692	91	0.115793578705181	0.962758562162675	1341	0.43880735739586	2	1	1	-6.73353615592856
chr17	24421438	83221332	0.481498408412669	1287	0.0732006538959703	0.965390791093945	173585	0.257766191235646	2	1	1	-6.79128602731513
chr18	47492	112209	0.450996979042162	25	0.148897257642085	1.04658057131177	609	0.357465582630438	2	1	1	-6.79901203101617
chr18	112336	15197705	0.466183040589753	241	0.0729590370870493	0.978488432050794	25042	0.251693828236146	2	1	1	-6.86684932826098
chr18	21440199	80138359	0.497256944760126	437	0.0721397222417659	0.97592537365579	61079	0.25303289131123	2	1	1	-6.74591881455699
chr19	107456	24162290	0.498902128213176	1134	0.0811415028501348	0.967177626923266	114946	0.263289388870026	2	1	1	-6.73703046798937
chr19	27802385	58563286	0.498906100003481	1343	0.0771130245405152	0.959052696712145	133692	0.253751764144889	2	1	1	-6.77946440417397
chr20	60148	26081609	0.499011318965069	320	0.0797872013054914	0.972974255636971	38536	0.258455708066767	2	1	1	-6.73375894744984
chr20	28565257	31274572	0.353061202355231	276	0.125160372642883	1.0086224035397	3835	0.37660597463678	3	2	1	-7.28728673982671
chr20	31285278	64303122	0.498901272442778	507	0.0684062124210551	0.960193680286349	75946	0.249617448256573	2	1	1	-6.77545794263218
chr21	6898474	13052006	0.493318021520905	114	0.113433888626642	1.00982167166713	1983	0.353465348582102	2	1	1	-6.77932345006803
chr21	13283928	46649691	0.460783512094373	452	0.0829553181925996	0.978588847715699	48807	0.256324360195792	2	1	1	-6.88087234875872
chr22	10678779	12694087	0.41348197237574	89	0.108149032486581	0.998128580141805	1599	0.288002970845418	2	1	1	-7.10510552311306
chr22	15277980	50808257	0.498905468834404	942	0.0780350361635935	0.960429848638561	98991	0.251880438716723	2	1	1	-6.77594163351967
chrX	284193	57909657	0.498877434486388	443	0.0876868801957219	0.973930545643687	87061	0.245022524806272	2	1	1	-6.73711938358264
chrX	64191504	156021847	0.483095350314531	381	0.0779227717076396	0.980052147769427	120970	0.242549522852588	2	1	1	-6.83440615736204
chrX	156022061	156027307	0.357992706691771	11	0.123709704183184	1.00136757613714	166	0.254452205602758	6	4	2	-6.7619249968356
