chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr1	14677	7773425	0.35247819163924	193	0.0932758348595134	1.08711399806756	18007	0.354657219878269	4	3	1	-6.84781092054767
chr1	7820623	9734937	0.348202243881258	34	0.116040100020787	0.528346226708871	3058	0.153125489821793	1	1	0	-6.76478588006251
chr1	10451487	21973163	0.320834921320439	386	0.102870250638636	1.02241438774077	35172	0.278300175576752	4	3	1	-6.75424238791181
chr1	21989169	45508256	0.498807044160594	487	0.0969492298885938	0.87280305313678	62528	0.2388813007094	3	2	1	-7.33661234564652
chr1	45717048	50612417	0.337512938995445	50	0.118176512739483	0.521271183631834	6572	0.145119104097123	1	1	0	-6.74206263273289
chr1	50655526	77122446	0.290947579181533	293	0.08911288052115	1.16529166289359	39042	0.317396426152948	5	4	1	-6.92359119980313
chr1	77169252	89104290	0.397851926491615	82	0.128964483485191	0.527872168275062	11649	0.156235364828451	1	1	0	-6.99802892623884
chr1	89108343	120810009	0.496386804386186	284	0.0902464133342341	0.849264757211725	52697	0.229255620766391	3	2	1	-7.43002377495163
chr1	120829841	124551193	0.160784325178732	9	0.152745521847432	0.905311357986898	952	0.9136965355287	3	3	0	-6.77870722838043
chr1	125098092	172748966	0.387336185461335	669	0.0948073297416477	1.22872713126393	93055	0.32381250336023	5	3	2	-6.93033955873486
chr1	173041606	248816707	0.320964649105182	1323	0.0899432208460373	1.38501065440906	145597	0.374326100939729	6	4	2	-6.94750955158515
chr2	224919	91974999	0.406842715480099	903	0.102051706454596	0.858032624404213	121586	0.236938267247635	3	2	1	-6.75769971276782
chr2	94857002	241463391	0.405325645672371	1935	0.0935141345920443	0.856690796502256	226222	0.235102444241544	3	2	1	-6.79763133613043
chr3	319825	75630859	0.479021871044057	879	0.0766815216379657	1.10053079277068	130050	0.302496259385023	4	2	2	-8.2424660961803
chr3	75630957	89472543	0.494101698499913	100	0.114132566904818	1.02337479074466	5007	0.273377101288623	4	2	2	-6.74767342748558
chr3	91483878	197839383	0.496596485129341	1218	0.0825706052476013	0.997606576576364	147106	0.273176894254886	4	2	2	-7.69282804014273
chr4	86301	49711914	0.233922134519109	680	0.123465653652739	0.739887630154495	53140	0.248875484661846	2	2	0	-8.49144239383774
