GENE	Sample1
UBE2Q2P2	15.85214
SSX9	0
CXorf67	0
EFCAB8	0.0503524
SPATA31B1P	0
SDR16C6P	0.213415
GTPBP6	17.870202
EFCAB12	1.65367
A1BG	6.04556
A1CF	0.1329577281042
RBFOX1	0
GGACT	9.7386
A2ML1	2.503064
A2M	134.877
A4GALT	5.97967
A4GNT	0.0381241
NPSR1-AS1	0
AAAS	14.8051
AACS	15.825696
AADACL2	0
AADACL3	0.242929
AADACL4	0
AADAC	0.126495
AADAT	1.746491013
AAGAB	43.830214
AAK1	19.667960501979
AAMP	51.5196400322389
AANAT	0.231206
AARS2	10.4407
AARSD1	27.797658
AARS	36.1951
AASDHPPT	13.51216246
AASDH	22.0098
AASS	15.408254
AATF	27.879016971
AATK	0.758325
ABAT	24.5355172761
ABCA10	5.7888876
ABCA11P	8.954976
ABCA12	26.961774
ABCA13	1.359514
ABCA17P	0.802679
ABCA1	29.753086
ABCA2	8.34236005418
ABCA3	17.4442
ABCA4	0.5804733
ABCA5	17.7078430010799
ABCA6	32.70014
ABCA7	7.598399
ABCA8	23.4022390751242
ABCA9	29.49847
ABCB10	27.8469
ABCB11	0.250011
ABCB1	3.897037
ABCB4	0.74515348
ABCB5	11.30224
ABCB6	4.046781
ABCB7	22.837648
ABCB8	12.01277813116
ABCB9	9.2823579
ABCC10	3.699509
ABCC11	100.13053
ABCC12	9.215905
ABCC13	1.6929
ABCC1	10.36518476
ABCC2	1.96846
ABCC3	7.8294294
ABCC4	4.805168
ABCC5	7.6912051482
ABCC6P2	0.416877
ABCC6	10.0103700923733
ABCC8	0.9893434
ABCC9	49.304945
ABCD1	2.81457
ABCD2	0.210866
ABCD3	90.70581
ABCD4	9.192712
ABCE1	37.25207
ABCF1	25.53953
ABCF2	29.9771
ABCF3	21.2054
ABCG1	29.8944039599
ABCG2	5.885729
ABCG4	0
ABCG5	0.746452
ABCG8	0
ABHD10	24.30234
ABHD11	26.7160826819
ABHD12B	1.21513
ABHD12	15.16777861023
ABHD13	20.2098
ABHD14A	12.51764
ABHD14B	28.825451
ABHD15	8.80964
ABHD1	6.101838
ABHD2	17.576795
ABHD3	41.45294
ABHD4	11.4308480067565
ABHD5	15.6386
ABHD6	2.287382
ABHD8	4.69832
ABI1	27.7144568179097
ABI2	19.9060166197732
ABI3BP	22.62874229568
ABI3	2.42195
ABL1	21.06669
ABL2	32.15504775898
ABLIM1	26.22443
ABLIM2	2.49545604
ABLIM3	20.386492
ABO	0.140383
AOC1	1.8561583
ABRA	0.381116
ABR	19.420531
ABT1	9.98264
ABTB1	5.765897
ABTB2	2.68974
ACAA1	32.705621
ACAA2	9.75553
ACACA	30.225922794
ACACB	9.77523
ACAD10	13.429347
ACAD11	17.23293
ACAD8	24.73082827472
ACAD9	27.5271970196822
ACADL	0.646416
ACADM	66.622844
ACADSB	30.4802
ACADS	8.67021
ACADVL	138.58256
ACAN	1.06375171
ACAP1	4.75192
ACAP2	35.37259
ACAP3	11.858211
ACAT1	14.53851
ACAT2	7.052813
ACBD3	100.968
ACBD4	5.586282
ACBD5	21.5911607422533
ACBD6	37.3112
ACBD7	16.65805
ASIC2	0
ASIC1	0.372762
ASIC3	2.672727
ASIC4	0.405135
ASIC5	1.87801
ACCSL	0
ACCS	2.47954
ACD	2.06786325
ACE2	1.1553600119933
ACER1	0
ACER2	9.078588
ACER3	6.8186739279887
ACE	6.032747127632
ACHE	0.3486842
ACIN1	61.3687160006661
ACLY	79.68319
ACMSD	0.956537
SDHAF3	3.79619
ACO1	20.239184
ACO2	38.92844
ACOT11	2.4760845
ACOT12	0.135427
ACOT13	9.51741
ACOT1	20.02449
ACOT2	18.92036
ACOT4	7.55753
ACOT6	0.75788
ACOT7	10.82037235115
ACOT8	8.62061
ACOT9	19.84356954
ACOX1	24.28184971
ACOX2	6.24792
ACOX3	14.73301339
ACOXL	1.0285827
ACP1	51.801455
ACP2	6.963136
ACP5	2.24838100104918
ACP6	11.79472
PXYLP1	12.123189
ACPP	7.071940784299
ACPT	0.151742
ACRBP	0.571793
ACRC	2.70632
ACRV1	0.278221
ACR	0.216465
ACSBG1	0.175292
ACSBG2	0.410606
ACSF2	27.2341126
ACSF3	6.389803
ACSL1	40.78757512
ACSL3	139.0271
ACSL4	11.86524
ACSL5	7.553398
ACSL6	0.213309
ACSM1	1.31165
ACSM2A	6.497127
ACSM2B	0
ACSM3	2.557167
ACSM4	0.116263
ACSM5	0.443744
ACSS1	9.36401
ACSS2	11.7398977079
ACSS3	25.45173
ACTA1	0
ACTA2	24.00795
ACTBL2	0.0478463
ACTB	810.69453
ACTC1	0
ACTG1	988.241310002826
ACTG2	1.1624479
ACTL6A	41.8025
ACTL6B	0
ACTL7A	0.094874
ACTL7B	0
ACTL8	0
ACTL9	0
ACTN1	112.56538
ACTN2	0.1362707604474
ACTN3	0.0702084
ACTN4	84.34174
ACTR10	23.467886
ACTR1A	27.30051
ACTR1B	11.3225
ACTR2	130.34469
ACTR3B	11.21889
ACTR3C	13.4385
ACTR3	58.541825872
ACTR5	7.15893
ACTR6	24.277983
ACTR8	12.601872
ACTRT1	0.0471982
ACTRT2	0
ACVR1B	19.714699
ACVR1C	0.836421
ACVR1	17.186636
ACVR2A	21.325
ACVR2B	5.952566864
ACVRL1	9.01269
ACY1	17.29693
ACY3	7.82602
ACYP1	15.15449
ACYP2	4.26117
ADAD1	0
ADAD2	0
ADAL	7.883348
ADAM10	54.725857489315
ADAM11	0.150867
ADAM12	7.068645933
ADAM15	87.0387310403253
ADAM17	37.23087
ADAM18	0.130664
ADAM19	2.347656
ADAM20	4.26142
ADAM21P1	0.819784
ADAM21	1.7843
ADAM22	3.4516245
ADAM23	0.465188
ADAM28	4.572882
ADAM29	0.0212578
ADAM2	0
ADAM30	0
ADAM32	3.096445
ADAM33	4.0664932
ADAM3A	8.519232
ADAM6	0.751618
ADAM7	0
ADAM8	4.070313
ADAM9	76.57435
ADAMDEC1	0.542534
ADAMTS10	5.450745
ADAMTS12	1.970008
ADAMTS13	3.576488
ADAMTS14	1.4278545
ADAMTS15	14.2859
ADAMTS16	2.8590147
ADAMTS17	8.09634
ADAMTS18	0.498167
ADAMTS19	7.72324
ADAMTS1	41.8538
ADAMTS20	0
ADAMTS2	6.37087
ADAMTS3	6.36694
ADAMTS4	25.02604
ADAMTS5	1.85044
ADAMTS6	0.43773
ADAMTS7	0.807571
ADAMTS8	0.1789559
ADAMTS9	29.58100750865
ADAMTSL1	0.8183824
ADAMTSL2	15.90787
ADAMTSL3	270.4283095
ADAMTSL4	7.4667799
ADAMTSL5	1.520058
ADAP1	1.60294797080233
ADAP2	5.92167733951379
ADARB1	11.036054
ADARB2	0.3680153
ADAR	186.90923
ADAT1	19.824446
ADAT2	3.58046
ADAT3	1.58973
ADA	3.05666
ADCK1	4.962627
ADCK2	15.0292
ADCK4	15.86817
ADCK5	3.006222
ADCY10	2.277454
ADCY1	7.45804
ADCY2	5.27077
ADCY3	7.20235441
ADCY4	2.72509049041
ADCY5	9.38619
ADCY6	29.572934
ADCY7	4.38755
ADCY8	0
ADCY9	4.45582
ADCYAP1R1	0.0430947596
ADCYAP1	0.40129885581
AZIN2	2.4714001105083
ADD1	64.2541932539
ADD2	1.26897704
ADD3	25.95657624
ADH1A	13.461667353
ADH1B	255.6328
ADH1C	1.12913
ADH4	3.79628
ADH5	50.84285
ADH6	0.432174
ADH7	0
ADHFE1	2.13051621
ADI1	33.72003
ADIG	0
ADIPOQ	6.0273852
ADIPOR1	135.53203
ADIPOR2	40.7895
ADK	24.15408
ADM2	4.328536
ADM	13.61933
ADNP2	15.254
ADNP	77.9809
ADORA1	0.79091
SPECC1L-ADORA2A	1.097689
ADORA2B	0.890071
ADORA3	2.475364
ADO	11.6671
ADPGK	34.34656
ADPRHL1	4.015887
ADPRHL2	11.4018
ADPRH	2.35071300023417
ADRA1A	2.7941386
ADRA1B	0.0893156
ADRA1D	0
ADRA2A	2.5419
ADRA2B	0.367982
ADRA2C	2.03108
ADRB1	0.431263
ADRB2	2.28312
ADRB3	0.553716
ADRBK1	11.6012
ADRBK2	18.68477
ADRM1	39.04401
ADSL	24.7189900057321
ADSSL1	4.147341
ADSS	95.00597
AEBP1	119.87819
AEBP2	20.1459
AEN	14.20669
AES	105.276201
AFAP1L1	3.954225
AFAP1L2	2.39235257
AFAP1	10.40196
AFF1	63.664057
AFF2	0.1101961096494
AFF3	28.389533
AFF4	73.73029
AFG3L1P	9.304863
AFG3L2	29.951
AFMID	54.69657
AFM	0
AFP	0.0898727
AFTPH	55.1429
C11orf96	47.5619
AGAP1	16.18652
AGAP2	1.2342487
AGAP3	16.7867373
AGAP6	35.3974
AGAP5	23.9603
AGA	15.000643
AGBL1	0.0488186
AGBL2	0.539096
AGBL3	2.11266
AGBL4	3.421388
AGBL5	8.91267
AGER	3.39954
AGFG1	45.586093621
AGFG2	4.699704
AGGF1	30.006228
AGK	19.542904
AGL	15.315939
AGMAT	3.79915
AGPAT1	16.4176485606
AGPAT2	20.672200138618
AGPAT3	15.61892
AGPAT4	1.4897408
AGPAT5	7.9350385806
GPAT4	21.9822
GPAT3	1.614674
HYKK	7.59307
AGPS	3.92531
AGR2	145.59027
AGR3	34.3351
AGRN	24.5135
AGRP	0.551056
AGTPBP1	10.644597
AGTR1	0.591147
AGTR2	0
AGTRAP	24.011176
AGT	3.282432
ETNPPL	0.235781123801
PHYKPL	25.24366
AGXT2	0.0984492
AGXT	0.0544856
AHCTF1	104.03098
AHCYL1	59.1592100197192
AHCYL2	18.85884
AHCY	56.26665
AHDC1	7.323119
AHI1	59.12118058804
AHNAK2	3.328820648
AHNAK	315.14479
AHRR	0.967805
AHR	43.520762
AHSA1	75.65699
AHSA2	35.92103
AHSG	0.052777
AHSP	0.144046
AICDA	1.3202
AIDA	181.197045
AIF1L	6.086350181437
AIF1	11.209743
AIFM1	29.13544
AIFM2	6.041562
AIFM3	0.591071
AIG1	24.76303065534
AIM1L	0.0841261
AIM1	21.28484
AIM2	2.92805
AIMP1	26.051232
AIMP2	3.48038
AIPL1	2.0324036
AIP	41.4579
AIRE	2.56673
AJAP1	0.283941
AK1	10.1273
AK2	148.0625897
AK4	88.46562
AK3	52.88901
AK5	5.206294
AK7	2.2744
AKAP10	26.3141
AKAP11	33.9243
AKAP12	25.41325219
AKAP13	64.56919
AKAP14	0.581839
AKAP1	18.36911
AKAP2	15.1129200046959
